#lambda  transmission
      5.67859  5.23042e-10
      5.67940  5.16774e-10
      5.68020  5.09577e-10
      5.68101  5.00998e-10
      5.68182  4.92258e-10
      5.68263  4.84535e-10
      5.68343  4.84149e-10
      5.68424  4.89321e-10
      5.68505  4.90483e-10
      5.68586  4.89273e-10
      5.68666  4.88984e-10
      5.68747  4.88828e-10
      5.68828  4.88329e-10
      5.68909  4.88553e-10
      5.68990  4.91142e-10
      5.69071  4.94646e-10
      5.69152  4.98711e-10
      5.69233  5.02704e-10
      5.69314  5.06136e-10
      5.69395  5.10804e-10
      5.69476  5.14897e-10
      5.69557  5.15385e-10
      5.69638  5.11856e-10
      5.69719  5.08998e-10
      5.69801  5.10408e-10
      5.69882  5.12221e-10
      5.69963  5.12266e-10
      5.70044  5.13565e-10
      5.70125  5.14689e-10
      5.70207  5.12395e-10
      5.70288  5.10212e-10
      5.70369  5.07842e-10
      5.70451  5.02299e-10
      5.70532  4.93709e-10
      5.70613  4.84287e-10
      5.70695  4.73835e-10
      5.70776  4.65070e-10
      5.70858  4.58236e-10
      5.70939  4.50798e-10
      5.71021  4.42391e-10
      5.71102  4.33615e-10
      5.71184  4.25280e-10
      5.71265  4.18101e-10
      5.71347  4.11903e-10
      5.71429  4.06558e-10
      5.71510  4.02252e-10
      5.71592  3.98490e-10
      5.71674  3.94450e-10
      5.71755  3.89202e-10
      5.71837  3.82599e-10
      5.71919  3.75746e-10
      5.72001  3.68143e-10
      5.72082  3.59140e-10
      5.72164  3.49916e-10
      5.72246  3.43807e-10
      5.72328  3.39810e-10
      5.72410  3.37178e-10
      5.72492  3.35475e-10
      5.72574  3.33764e-10
      5.72656  3.30830e-10
      5.72738  3.25211e-10
      5.72820  3.16124e-10
      5.72902  3.06504e-10
      5.72984  2.99520e-10
      5.73066  2.95435e-10
      5.73148  2.93152e-10
      5.73230  2.93441e-10
      5.73312  2.95395e-10
      5.73394  2.98961e-10
      5.73477  3.03218e-10
      5.73559  3.05443e-10
      5.73641  3.05007e-10
      5.73723  3.03630e-10
      5.73806  3.02702e-10
      5.73888  3.02393e-10
      5.73970  3.01386e-10
      5.74053  2.99252e-10
      5.74135  2.96383e-10
      5.74218  2.92011e-10
      5.74300  2.86453e-10
      5.74383  2.82034e-10
      5.74465  2.77771e-10
      5.74548  2.72440e-10
      5.74630  2.67296e-10
      5.74713  2.62571e-10
      5.74795  2.57620e-10
      5.74878  2.50799e-10
      5.74960  2.41138e-10
      5.75043  2.30487e-10
      5.75126  2.20656e-10
      5.75209  2.11886e-10
      5.75291  2.03800e-10
      5.75374  1.97572e-10
      5.75457  1.94549e-10
      5.75540  1.94518e-10
      5.75622  1.97206e-10
      5.75705  2.01921e-10
      5.75788  2.06938e-10
      5.75871  2.10676e-10
      5.75954  2.13281e-10
      5.76037  2.15207e-10
      5.76120  2.17292e-10
      5.76203  2.17961e-10
      5.76286  2.17330e-10
      5.76369  2.17920e-10
      5.76452  2.18781e-10
      5.76535  2.18145e-10
      5.76618  2.15695e-10
      5.76701  2.12287e-10
      5.76784  2.07510e-10
      5.76868  2.01312e-10
      5.76951  1.94483e-10
      5.77034  1.87232e-10
      5.77117  1.80857e-10
      5.77201  1.75481e-10
      5.77284  1.70513e-10
      5.77367  1.64958e-10
      5.77451  1.58566e-10
      5.77534  1.51673e-10
      5.77617  1.44597e-10
      5.77701  1.38661e-10
      5.77784  1.33659e-10
      5.77868  1.29459e-10
      5.77951  1.27192e-10
      5.78035  1.26361e-10
      5.78118  1.25218e-10
      5.78202  1.24997e-10
      5.78285  1.25134e-10
      5.78369  1.24889e-10
      5.78453  1.25018e-10
      5.78536  1.25075e-10
      5.78620  1.23939e-10
      5.78704  1.21138e-10
      5.78787  1.16866e-10
      5.78871  1.12290e-10
      5.78955  1.07977e-10
      5.79039  1.03901e-10
      5.79123  1.01172e-10
      5.79206  9.94119e-11
      5.79290  9.71813e-11
      5.79374  9.47107e-11
      5.79458  9.24436e-11
      5.79542  9.00532e-11
      5.79626  8.75389e-11
      5.79710  8.41395e-11
      5.79794  8.07704e-11
      5.79878  7.83966e-11
      5.79962  7.59977e-11
      5.80046  7.37883e-11
      5.80131  7.23552e-11
      5.80215  7.07550e-11
      5.80299  6.86149e-11
      5.80383  6.64272e-11
      5.80467  6.41508e-11
      5.80552  6.19340e-11
      5.80636  6.05493e-11
      5.80720  5.98591e-11
      5.80804  5.92163e-11
      5.80889  5.86260e-11
      5.80973  5.82942e-11
      5.81058  5.80887e-11
      5.81142  5.77657e-11
      5.81226  5.70516e-11
      5.81311  5.59441e-11
      5.81395  5.52614e-11
      5.81480  5.56850e-11
      5.81564  5.63353e-11
      5.81649  5.68163e-11
      5.81734  5.74491e-11
      5.81818  5.78750e-11
      5.81903  5.79181e-11
      5.81987  5.73630e-11
      5.82072  5.65249e-11
      5.82157  5.60592e-11
      5.82242  5.55935e-11
      5.82326  5.48332e-11
      5.82411  5.39977e-11
      5.82496  5.33527e-11
      5.82581  5.29434e-11
      5.82666  5.26119e-11
      5.82751  5.21994e-11
      5.82835  5.15786e-11
      5.82920  5.06004e-11
      5.83005  4.91884e-11
      5.83090  4.71691e-11
      5.83175  4.47937e-11
      5.83260  4.27657e-11
      5.83346  4.14514e-11
      5.83431  4.04670e-11
      5.83516  3.93593e-11
      5.83601  3.81457e-11
      5.83686  3.69811e-11
      5.83771  3.59632e-11
      5.83856  3.48224e-11
      5.83942  3.37128e-11
      5.84027  3.35322e-11
      5.84112  3.35133e-11
      5.84197  3.26781e-11
      5.84283  3.19603e-11
      5.84368  3.15899e-11
      5.84454  3.11912e-11
      5.84539  3.08862e-11
      5.84624  3.04395e-11
      5.84710  2.92387e-11
      5.84795  2.81959e-11
      5.84881  2.84382e-11
      5.84966  2.88098e-11
      5.85052  2.89039e-11
      5.85138  2.94549e-11
      5.85223  2.99157e-11
      5.85309  2.98312e-11
      5.85394  2.97340e-11
      5.85480  2.98496e-11
      5.85566  3.01071e-11
      5.85652  3.03564e-11
      5.85737  3.03090e-11
      5.85823  2.99056e-11
      5.85909  2.94737e-11
      5.85995  2.91722e-11
      5.86081  2.93879e-11
      5.86166  3.00419e-11
      5.86252  3.04158e-11
      5.86338  3.00664e-11
      5.86424  2.96020e-11
      5.86510  3.02259e-11
      5.86596  3.09738e-11
      5.86682  3.07968e-11
      5.86768  3.03946e-11
      5.86854  3.03920e-11
      5.86941  3.09204e-11
      5.87027  3.14978e-11
      5.87113  3.20650e-11
      5.87199  3.28565e-11
      5.87285  3.33023e-11
      5.87371  3.32262e-11
      5.87458  3.33085e-11
      5.87544  3.37178e-11
      5.87630  3.44063e-11
      5.87717  3.55110e-11
      5.87803  3.69607e-11
      5.87889  3.80517e-11
      5.87976  3.81130e-11
      5.88062  3.74310e-11
      5.88149  3.70282e-11
      5.88235  3.70801e-11
      5.88322  3.73478e-11
      5.88408  3.80069e-11
      5.88495  3.87456e-11
      5.88582  3.85908e-11
      5.88668  3.79758e-11
      5.88755  3.76551e-11
      5.88841  3.75105e-11
      5.88928  3.67343e-11
      5.89015  3.48201e-11
      5.89102  3.33413e-11
      5.89188  3.33507e-11
      5.89275  3.44242e-11
      5.89362  3.49766e-11
      5.89449  3.43599e-11
      5.89536  3.37284e-11
      5.89623  3.35318e-11
      5.89710  3.37363e-11
      5.89797  3.35257e-11
      5.89884  3.31328e-11
      5.89970  3.38709e-11
      5.90058  3.54011e-11
      5.90145  3.69180e-11
      5.90232  3.78098e-11
      5.90319  3.80016e-11
      5.90406  3.81009e-11
      5.90493  3.86958e-11
      5.90580  3.91087e-11
      5.90667  3.79654e-11
      5.90755  3.63601e-11
      5.90842  3.54520e-11
      5.90929  3.48711e-11
      5.91017  3.45001e-11
      5.91104  3.44852e-11
      5.91191  3.50806e-11
      5.91279  3.60112e-11
      5.91366  3.66522e-11
      5.91454  3.79451e-11
      5.91541  4.00151e-11
      5.91628  4.04125e-11
      5.91716  3.94960e-11
      5.91804  3.92438e-11
      5.91891  4.02005e-11
      5.91979  4.18897e-11
      5.92066  4.31360e-11
      5.92154  4.35257e-11
      5.92242  4.31341e-11
      5.92329  4.24940e-11
      5.92417  4.20395e-11
      5.92505  4.17064e-11
      5.92593  4.06261e-11
      5.92680  3.96489e-11
      5.92768  4.05454e-11
      5.92856  4.15862e-11
      5.92944  4.15711e-11
      5.93032  4.22371e-11
      5.93120  4.44375e-11
      5.93208  4.80029e-11
      5.93296  5.21416e-11
      5.93384  5.62780e-11
      5.93472  6.00627e-11
      5.93560  6.37898e-11
      5.93648  6.72908e-11
      5.93736  6.99412e-11
      5.93824  7.16831e-11
      5.93912  7.25230e-11
      5.94001  7.34892e-11
      5.94089  7.52844e-11
      5.94177  7.79114e-11
      5.94265  7.91439e-11
      5.94354  7.76453e-11
      5.94442  7.51840e-11
      5.94530  7.38226e-11
      5.94619  7.41138e-11
      5.94707  7.40747e-11
      5.94796  7.37424e-11
      5.94884  7.51800e-11
      5.94972  7.56899e-11
      5.95061  7.29817e-11
      5.95150  6.95612e-11
      5.95238  6.64802e-11
      5.95327  6.39695e-11
      5.95415  6.25639e-11
      5.95504  6.16932e-11
      5.95593  6.03036e-11
      5.95681  5.86400e-11
      5.95770  5.77652e-11
      5.95859  5.88147e-11
      5.95948  6.14940e-11
      5.96036  6.47501e-11
      5.96125  6.84248e-11
      5.96214  7.17148e-11
      5.96303  7.32807e-11
      5.96392  7.36032e-11
      5.96481  7.33557e-11
      5.96570  7.25927e-11
      5.96659  7.25730e-11
      5.96748  7.43033e-11
      5.96837  7.64304e-11
      5.96926  7.79110e-11
      5.97015  7.91881e-11
      5.97104  7.99484e-11
      5.97193  8.02739e-11
      5.97282  7.97005e-11
      5.97372  7.64259e-11
      5.97461  7.03585e-11
      5.97550  6.64717e-11
      5.97639  6.59392e-11
      5.97729  6.58919e-11
      5.97818  6.50613e-11
      5.97907  6.38469e-11
      5.97997  6.35139e-11
      5.98086  6.33390e-11
      5.98176  6.24712e-11
      5.98265  6.26635e-11
      5.98355  6.38190e-11
      5.98444  6.42212e-11
      5.98534  6.61188e-11
      5.98623  7.05598e-11
      5.98713  7.44625e-11
      5.98802  7.63748e-11
      5.98892  7.69295e-11
      5.98982  7.80513e-11
      5.99071  7.89867e-11
      5.99161  7.71647e-11
      5.99251  7.53496e-11
      5.99341  7.56827e-11
      5.99431  7.50699e-11
      5.99520  7.43940e-11
      5.99610  7.57545e-11
      5.99700  7.47185e-11
      5.99790  7.01169e-11
      5.99880  6.53658e-11
      5.99970  6.06214e-11
      6.00060  5.58682e-11
      6.00150  5.30355e-11
      6.00240  5.21472e-11
      6.00330  5.17912e-11
      6.00420  5.25588e-11
      6.00510  5.40555e-11
      6.00601  5.52025e-11
      6.00691  5.74600e-11
      6.00781  6.12546e-11
      6.00871  6.33993e-11
      6.00962  6.36738e-11
      6.01052  6.36451e-11
      6.01142  6.34065e-11
      6.01233  6.28219e-11
      6.01323  6.22841e-11
      6.01413  6.30767e-11
      6.01504  6.50099e-11
      6.01594  6.51983e-11
      6.01685  6.43311e-11
      6.01775  6.43280e-11
      6.01866  6.46575e-11
      6.01956  6.43953e-11
      6.02047  6.28113e-11
      6.02138  6.03444e-11
      6.02228  5.76092e-11
      6.02319  5.53132e-11
      6.02410  5.40814e-11
      6.02500  5.36327e-11
      6.02591  5.19093e-11
      6.02682  4.88146e-11
      6.02773  4.60590e-11
      6.02864  4.33269e-11
      6.02954  4.04398e-11
      6.03045  3.78150e-11
      6.03136  3.51576e-11
      6.03227  3.24074e-11
      6.03318  3.03740e-11
      6.03409  2.94698e-11
      6.03500  2.98165e-11
      6.03591  3.17708e-11
      6.03682  3.46587e-11
      6.03774  3.60532e-11
      6.03865  3.63988e-11
      6.03956  3.71914e-11
      6.04047  3.71167e-11
      6.04138  3.64590e-11
      6.04230  3.71041e-11
      6.04321  3.83021e-11
      6.04412  3.87483e-11
      6.04504  3.83638e-11
      6.04595  3.75060e-11
      6.04686  3.65639e-11
      6.04778  3.54030e-11
      6.04869  3.39240e-11
      6.04961  3.18997e-11
      6.05052  2.94977e-11
      6.05144  2.72516e-11
      6.05235  2.56877e-11
      6.05327  2.43766e-11
      6.05418  2.27881e-11
      6.05510  2.18838e-11
      6.05602  2.19609e-11
      6.05694  2.24559e-11
      6.05785  2.28176e-11
      6.05877  2.26908e-11
      6.05969  2.22583e-11
      6.06061  2.19492e-11
      6.06152  2.20707e-11
      6.06244  2.24719e-11
      6.06336  2.29232e-11
      6.06428  2.30496e-11
      6.06520  2.28551e-11
      6.06612  2.26016e-11
      6.06704  2.24503e-11
      6.06796  2.22065e-11
      6.06888  2.17679e-11
      6.06980  2.16756e-11
      6.07072  2.17312e-11
      6.07165  2.11262e-11
      6.07257  2.00768e-11
      6.07349  1.88459e-11
      6.07441  1.70598e-11
      6.07533  1.53396e-11
      6.07626  1.44294e-11
      6.07718  1.38370e-11
      6.07810  1.34572e-11
      6.07903  1.35575e-11
      6.07995  1.37386e-11
      6.08088  1.35698e-11
      6.08180  1.30829e-11
      6.08273  1.24271e-11
      6.08365  1.19216e-11
      6.08458  1.20367e-11
      6.08550  1.25838e-11
      6.08643  1.29016e-11
      6.08735  1.31648e-11
      6.08828  1.37564e-11
      6.08921  1.46425e-11
      6.09013  1.54538e-11
      6.09106  1.58122e-11
      6.09199  1.58676e-11
      6.09292  1.57952e-11
      6.09385  1.57530e-11
      6.09477  1.61175e-11
      6.09570  1.69312e-11
      6.09663  1.78196e-11
      6.09756  1.86070e-11
      6.09849  1.92086e-11
      6.09942  1.97142e-11
      6.10035  1.98483e-11
      6.10128  1.91845e-11
      6.10221  1.85175e-11
      6.10314  1.82631e-11
      6.10407  1.77230e-11
      6.10501  1.71179e-11
      6.10594  1.69810e-11
      6.10687  1.69109e-11
      6.10780  1.67287e-11
      6.10874  1.66659e-11
      6.10967  1.66240e-11
      6.11060  1.64849e-11
      6.11154  1.64622e-11
      6.11247  1.66468e-11
      6.11340  1.68898e-11
      6.11434  1.68843e-11
      6.11527  1.66646e-11
      6.11621  1.67296e-11
      6.11714  1.71170e-11
      6.11808  1.75744e-11
      6.11901  1.79754e-11
      6.11995  1.81340e-11
      6.12089  1.77186e-11
      6.12182  1.67774e-11
      6.12276  1.57919e-11
      6.12370  1.52163e-11
      6.12464  1.47970e-11
      6.12557  1.42637e-11
      6.12651  1.36547e-11
      6.12745  1.31405e-11
      6.12839  1.28115e-11
      6.12933  1.24123e-11
      6.13027  1.18453e-11
      6.13121  1.12474e-11
      6.13215  1.08796e-11
      6.13309  1.09058e-11
      6.13403  1.13295e-11
      6.13497  1.20386e-11
      6.13591  1.27103e-11
      6.13685  1.31750e-11
      6.13779  1.36515e-11
      6.13874  1.44625e-11
      6.13968  1.57042e-11
      6.14062  1.72298e-11
      6.14156  1.84072e-11
      6.14251  1.91052e-11
      6.14345  1.94885e-11
      6.14439  1.95917e-11
      6.14534  1.95417e-11
      6.14628  1.94716e-11
      6.14723  1.94974e-11
      6.14817  1.97535e-11
      6.14912  2.00566e-11
      6.15006  2.03349e-11
      6.15101  2.03824e-11
      6.15195  1.95787e-11
      6.15290  1.86423e-11
      6.15385  1.93574e-11
      6.15479  2.11005e-11
      6.15574  2.26200e-11
      6.15669  2.42576e-11
      6.15764  2.61674e-11
      6.15858  2.82355e-11
      6.15953  3.01748e-11
      6.16048  3.20391e-11
      6.16143  3.40321e-11
      6.16238  3.58088e-11
      6.16333  3.73997e-11
      6.16428  3.97113e-11
      6.16523  4.18015e-11
      6.16618  4.21383e-11
      6.16713  4.15038e-11
      6.16808  4.10529e-11
      6.16903  4.19855e-11
      6.16998  4.32492e-11
      6.17093  4.37697e-11
      6.17189  4.50436e-11
      6.17284  4.69908e-11
      6.17379  4.82830e-11
      6.17475  4.90066e-11
      6.17570  4.96282e-11
      6.17665  5.05827e-11
      6.17761  5.23430e-11
      6.17856  5.52801e-11
      6.17951  5.88148e-11
      6.18047  6.06303e-11
      6.18142  5.91621e-11
      6.18238  5.89406e-11
      6.18334  6.21796e-11
      6.18429  6.73092e-11
      6.18525  7.11895e-11
      6.18620  7.23124e-11
      6.18716  7.38923e-11
      6.18812  7.61240e-11
      6.18908  7.71662e-11
      6.19003  7.81026e-11
      6.19099  7.91965e-11
      6.19195  7.97766e-11
      6.19291  8.15088e-11
      6.19387  8.50177e-11
      6.19483  8.76258e-11
      6.19579  8.88932e-11
      6.19675  8.97730e-11
      6.19771  9.12480e-11
      6.19867  9.28361e-11
      6.19963  9.26242e-11
      6.20059  9.06960e-11
      6.20155  8.83908e-11
      6.20251  8.81984e-11
      6.20347  8.98107e-11
      6.20444  9.17695e-11
      6.20540  9.57107e-11
      6.20636  1.02328e-10
      6.20732  1.10004e-10
      6.20829  1.16490e-10
      6.20925  1.20260e-10
      6.21022  1.22357e-10
      6.21118  1.25489e-10
      6.21214  1.31917e-10
      6.21311  1.37528e-10
      6.21408  1.40531e-10
      6.21504  1.43381e-10
      6.21601  1.44732e-10
      6.21697  1.44104e-10
      6.21794  1.45819e-10
      6.21891  1.46707e-10
      6.21987  1.41957e-10
      6.22084  1.38698e-10
      6.22181  1.40801e-10
      6.22278  1.46016e-10
      6.22374  1.50730e-10
      6.22471  1.52690e-10
      6.22568  1.53046e-10
      6.22665  1.56157e-10
      6.22762  1.65232e-10
      6.22859  1.77372e-10
      6.22956  1.90632e-10
      6.23053  2.05591e-10
      6.23150  2.20670e-10
      6.23247  2.32275e-10
      6.23344  2.37728e-10
      6.23441  2.41065e-10
      6.23539  2.49133e-10
      6.23636  2.63776e-10
      6.23733  2.79706e-10
      6.23830  2.87647e-10
      6.23928  2.90021e-10
      6.24025  2.92010e-10
      6.24122  2.96752e-10
      6.24220  3.05967e-10
      6.24317  3.16483e-10
      6.24415  3.20587e-10
      6.24512  3.18829e-10
      6.24610  3.20158e-10
      6.24707  3.21479e-10
      6.24805  3.19329e-10
      6.24902  3.20313e-10
      6.25000  3.26849e-10
      6.25098  3.37909e-10
      6.25195  3.58291e-10
      6.25293  3.84240e-10
      6.25391  4.01720e-10
      6.25489  4.10256e-10
      6.25587  4.14206e-10
      6.25684  4.15583e-10
      6.25782  4.21524e-10
      6.25880  4.39716e-10
      6.25978  4.70534e-10
      6.26076  5.09891e-10
      6.26174  5.48298e-10
      6.26272  5.78430e-10
      6.26370  5.94257e-10
      6.26468  5.94773e-10
      6.26566  5.91829e-10
      6.26665  5.95784e-10
      6.26763  5.96201e-10
      6.26861  5.90063e-10
      6.26959  5.83006e-10
      6.27058  5.76556e-10
      6.27156  5.74048e-10
      6.27254  5.81165e-10
      6.27353  5.87083e-10
      6.27451  5.78728e-10
      6.27549  5.71077e-10
      6.27648  5.68349e-10
      6.27746  5.58052e-10
      6.27845  5.35077e-10
      6.27943  5.12232e-10
      6.28042  5.24222e-10
      6.28141  5.61961e-10
      6.28239  5.93668e-10
      6.28338  6.16516e-10
      6.28437  6.33959e-10
      6.28536  6.46001e-10
      6.28634  6.54207e-10
      6.28733  6.62742e-10
      6.28832  6.73207e-10
      6.28931  6.90086e-10
      6.29030  7.16059e-10
      6.29129  7.42338e-10
      6.29228  7.63843e-10
      6.29327  7.83959e-10
      6.29426  7.96527e-10
      6.29525  8.01834e-10
      6.29624  8.15842e-10
      6.29723  8.28413e-10
      6.29822  8.23268e-10
      6.29921  8.11688e-10
      6.30020  8.12195e-10
      6.30120  8.40527e-10
      6.30219  8.84278e-10
      6.30318  9.21566e-10
      6.30418  9.38154e-10
      6.30517  9.52208e-10
      6.30616  9.91384e-10
      6.30716  1.05442e-09
      6.30815  1.11948e-09
      6.30915  1.15692e-09
      6.31014  1.18497e-09
      6.31114  1.22724e-09
      6.31214  1.26864e-09
      6.31313  1.28912e-09
      6.31413  1.28753e-09
      6.31512  1.29053e-09
      6.31612  1.29769e-09
      6.31712  1.28553e-09
      6.31812  1.26698e-09
      6.31912  1.26035e-09
      6.32011  1.26484e-09
      6.32111  1.28453e-09
      6.32211  1.32365e-09
      6.32311  1.36252e-09
      6.32411  1.38907e-09
      6.32511  1.41469e-09
      6.32611  1.44290e-09
      6.32711  1.46690e-09
      6.32811  1.47306e-09
      6.32911  1.46458e-09
      6.33012  1.45600e-09
      6.33112  1.45383e-09
      6.33212  1.46406e-09
      6.33312  1.49104e-09
      6.33413  1.49274e-09
      6.33513  1.44755e-09
      6.33613  1.40587e-09
      6.33714  1.40680e-09
      6.33814  1.46000e-09
      6.33914  1.51679e-09
      6.34015  1.54684e-09
      6.34115  1.56085e-09
      6.34216  1.56662e-09
      6.34317  1.56618e-09
      6.34417  1.56729e-09
      6.34518  1.56819e-09
      6.34618  1.56121e-09
      6.34719  1.54075e-09
      6.34820  1.51216e-09
      6.34921  1.49041e-09
      6.35021  1.47472e-09
      6.35122  1.46211e-09
      6.35223  1.45678e-09
      6.35324  1.45080e-09
      6.35425  1.43501e-09
      6.35526  1.42263e-09
      6.35627  1.41874e-09
      6.35728  1.41830e-09
      6.35829  1.41527e-09
      6.35930  1.41447e-09
      6.36031  1.44621e-09
      6.36132  1.48892e-09
      6.36234  1.50085e-09
      6.36335  1.50333e-09
      6.36436  1.50478e-09
      6.36537  1.49315e-09
      6.36639  1.47859e-09
      6.36740  1.46808e-09
      6.36841  1.45578e-09
      6.36943  1.44125e-09
      6.37044  1.42468e-09
      6.37146  1.39396e-09
      6.37247  1.35863e-09
      6.37349  1.33996e-09
      6.37450  1.32532e-09
      6.37552  1.29813e-09
      6.37653  1.25355e-09
      6.37755  1.20733e-09
      6.37857  1.17884e-09
      6.37959  1.16300e-09
      6.38060  1.14579e-09
      6.38162  1.11688e-09
      6.38264  1.09195e-09
      6.38366  1.08168e-09
      6.38468  1.06686e-09
      6.38570  1.05351e-09
      6.38672  1.05301e-09
      6.38774  1.05057e-09
      6.38876  1.04250e-09
      6.38978  1.03361e-09
      6.39080  1.02056e-09
      6.39182  9.97959e-10
      6.39284  9.66493e-10
      6.39386  9.37953e-10
      6.39488  9.19235e-10
      6.39591  8.88581e-10
      6.39693  8.51220e-10
      6.39795  8.32688e-10
      6.39898  8.15195e-10
      6.40000  7.84213e-10
      6.40102  7.51996e-10
      6.40205  7.25643e-10
      6.40307  7.11985e-10
      6.40410  7.28032e-10
      6.40512  7.57598e-10
      6.40615  7.62852e-10
      6.40718  7.62456e-10
      6.40820  7.75251e-10
      6.40923  7.90598e-10
      6.41026  8.03898e-10
      6.41128  8.13446e-10
      6.41231  8.05354e-10
      6.41334  7.81352e-10
      6.41437  7.58508e-10
      6.41540  7.34977e-10
      6.41643  7.10190e-10
      6.41746  6.92466e-10
      6.41849  6.81970e-10
      6.41952  6.73555e-10
      6.42055  6.60583e-10
      6.42158  6.41146e-10
      6.42261  6.19534e-10
      6.42364  5.93808e-10
      6.42467  5.65438e-10
      6.42570  5.48856e-10
      6.42674  5.43657e-10
      6.42777  5.40182e-10
      6.42880  5.34130e-10
      6.42983  5.26794e-10
      6.43087  5.19949e-10
      6.43190  5.11980e-10
      6.43294  5.01962e-10
      6.43397  4.87847e-10
      6.43501  4.82688e-10
      6.43604  4.95795e-10
      6.43708  5.04584e-10
      6.43811  5.00777e-10
      6.43915  4.95203e-10
      6.44019  4.99964e-10
      6.44122  5.17458e-10
      6.44226  5.34723e-10
      6.44330  5.44597e-10
      6.44434  5.47993e-10
      6.44538  5.48225e-10
      6.44641  5.47960e-10
      6.44745  5.46517e-10
      6.44849  5.37053e-10
      6.44953  5.18799e-10
      6.45057  5.04483e-10
      6.45161  4.97126e-10
      6.45265  4.93226e-10
      6.45369  4.93109e-10
      6.45474  4.90676e-10
      6.45578  4.77798e-10
      6.45682  4.66476e-10
      6.45786  4.64633e-10
      6.45891  4.61244e-10
      6.45995  4.51677e-10
      6.46099  4.39498e-10
      6.46204  4.31916e-10
      6.46308  4.30144e-10
      6.46412  4.28463e-10
      6.46517  4.17338e-10
      6.46621  3.98008e-10
      6.46726  3.89383e-10
      6.46831  3.91230e-10
      6.46935  3.88865e-10
      6.47040  3.67634e-10
      6.47144  3.43371e-10
      6.47249  3.52954e-10
      6.47354  3.71502e-10
      6.47459  3.76954e-10
      6.47564  3.86706e-10
      6.47668  4.01081e-10
      6.47773  4.13098e-10
      6.47878  4.28524e-10
      6.47983  4.49101e-10
      6.48088  4.69720e-10
      6.48193  4.84959e-10
      6.48298  4.91258e-10
      6.48403  4.91328e-10
      6.48508  4.88693e-10
      6.48614  4.83446e-10
      6.48719  4.65649e-10
      6.48824  4.37757e-10
      6.48929  4.18335e-10
      6.49035  4.05602e-10
      6.49140  3.90617e-10
      6.49245  3.68429e-10
      6.49351  3.47123e-10
      6.49456  3.37608e-10
      6.49562  3.33796e-10
      6.49667  3.28231e-10
      6.49773  3.18932e-10
      6.49878  3.12983e-10
      6.49984  3.14852e-10
      6.50089  3.17780e-10
      6.50195  3.15362e-10
      6.50301  3.07572e-10
      6.50407  3.12308e-10
      6.50512  3.30826e-10
      6.50618  3.45753e-10
      6.50724  3.55016e-10
      6.50830  3.61027e-10
      6.50936  3.65040e-10
      6.51042  3.63540e-10
      6.51148  3.52423e-10
      6.51254  3.42649e-10
      6.51360  3.41384e-10
      6.51466  3.44285e-10
      6.51572  3.42910e-10
      6.51678  3.35299e-10
      6.51784  3.29987e-10
      6.51890  3.23649e-10
      6.51997  3.09759e-10
      6.52103  2.97352e-10
      6.52209  2.89910e-10
      6.52316  2.82180e-10
      6.52422  2.71077e-10
      6.52529  2.56885e-10
      6.52635  2.46270e-10
      6.52742  2.38122e-10
      6.52848  2.28574e-10
      6.52955  2.24394e-10
      6.53061  2.26914e-10
      6.53168  2.29087e-10
      6.53275  2.25578e-10
      6.53381  2.16209e-10
      6.53488  2.09541e-10
      6.53595  2.11507e-10
      6.53702  2.21130e-10
      6.53808  2.26382e-10
      6.53915  2.24955e-10
      6.54022  2.26429e-10
      6.54129  2.32975e-10
      6.54236  2.40685e-10
      6.54343  2.43040e-10
      6.54450  2.39313e-10
      6.54557  2.32391e-10
      6.54664  2.27333e-10
      6.54772  2.24763e-10
      6.54879  2.20316e-10
      6.54986  2.10383e-10
      6.55093  1.96850e-10
      6.55201  1.89525e-10
      6.55308  1.87361e-10
      6.55415  1.84276e-10
      6.55523  1.79699e-10
      6.55630  1.74676e-10
      6.55738  1.71194e-10
      6.55845  1.70836e-10
      6.55953  1.72058e-10
      6.56060  1.68863e-10
      6.56168  1.63685e-10
      6.56276  1.63279e-10
      6.56383  1.69877e-10
      6.56491  1.78329e-10
      6.56599  1.79371e-10
      6.56707  1.76110e-10
      6.56814  1.74632e-10
      6.56922  1.76645e-10
      6.57030  1.80007e-10
      6.57138  1.81888e-10
      6.57246  1.80616e-10
      6.57354  1.78069e-10
      6.57462  1.78933e-10
      6.57570  1.79872e-10
      6.57678  1.77818e-10
      6.57787  1.75577e-10
      6.57895  1.70642e-10
      6.58003  1.60685e-10
      6.58111  1.52390e-10
      6.58220  1.47311e-10
      6.58328  1.42021e-10
      6.58436  1.39603e-10
      6.58545  1.42272e-10
      6.58653  1.47871e-10
      6.58762  1.53677e-10
      6.58870  1.57110e-10
      6.58979  1.56482e-10
      6.59087  1.53707e-10
      6.59196  1.52969e-10
      6.59304  1.53124e-10
      6.59413  1.52462e-10
      6.59522  1.51655e-10
      6.59631  1.51690e-10
      6.59739  1.53196e-10
      6.59848  1.55144e-10
      6.59957  1.54599e-10
      6.60066  1.49468e-10
      6.60175  1.42394e-10
      6.60284  1.36189e-10
      6.60393  1.31166e-10
      6.60502  1.27475e-10
      6.60611  1.25006e-10
      6.60720  1.21575e-10
      6.60829  1.17022e-10
      6.60939  1.12923e-10
      6.61048  1.09013e-10
      6.61157  1.04570e-10
      6.61266  9.90577e-11
      6.61376  9.23806e-11
      6.61485  8.48792e-11
      6.61594  8.03628e-11
